,hotel_address,additional_number_of_scoring,review_date,average_score,hotel_name,total_number_of_reviews,reviewer_score,lat,lng
439075,Scarsdale Place Kensington Kensington and Chelsea London W8 5SY United Kingdom,1831,8/3/2017,8.1,Copthorne Tara Hotel London Kensington,7105,8.8,51.499046,-0.1917073
441872,Schepenbergweg 50 Zuidoost 1105 AT Amsterdam Netherlands,315,6/12/2017,7.8,Fletcher Hotel Amsterdam,3773,7.5,52.2924567,4.9444338
442660,Sch nbrunner Schlossstra e 38 40 12 Meidling 1120 Vienna Austria,42,6/21/2017,8.3,Courtyard by Marriott Vienna Schoenbrunn,625,10.0,48.184732000000004,16.3211959
443626,Schlossallee 8 14 Penzing 1140 Vienna Austria,251,7/29/2017,8.8,Austria Trend Hotel Park Royal Palace Vienna,3667,7.5,48.191339,16.316587300000002
444080,Schottenring 11 01 Innere Stadt 1010 Vienna Austria,196,12/5/2016,8.6,Hilton Vienna Plaza,1531,9.6,48.215523600000004,16.3646858
444089,Schottenfeldgasse 74 07 Neubau 1070 Vienna Austria,69,8/2/2017,8.3,Falkensteiner Hotel Wien Zentrum Schottenfeld,977,9.6,48.2048494,16.343618
444668,Schottenring 3 01 Innere Stadt 1010 Vienna Austria,416,8/1/2017,8.5,Hotel de France Wien,5177,9.2,48.21466229999999,16.3627994
445624,Schubertring 10 12 01 Innere Stadt 1010 Vienna Austria,282,8/3/2017,8.6,Grand Ferdinand Vienna Your Hotel In The City Center,2378,4.2,48.2022415,16.374933600000002
445779,Schubertring 11 01 Innere Stadt 1010 Vienna Austria,127,11/13/2016,8.2,Hotel Am Schubertring,1259,7.9,48.2017277,16.375463
446505,Schulerstra e 10 01 Innere Stadt 1010 Vienna Austria,138,7/31/2017,9.3,Hotel K nig von Ungarn,1207,9.6,48.2082215,16.3751842
446996,Schwedenplatz 3 4 01 Innere Stadt 1010 Vienna Austria,177,8/3/2017,9.1,Hotel Capricorno,2279,10.0,48.21115220000001,16.3788631
448025,Simmeringer Hauptstra e 55 57 11 Simmering 1110 Vienna Austria,45,7/15/2017,8.5,Simm s Hotel,849,8.8,48.179083500000004,16.4116997
448117,Singel 303 309 Amsterdam City Center 1012 WJ Amsterdam Netherlands,834,8/2/2017,9.1,Hotel Esther a,4687,9.6,52.3705447,4.888643900000001
448884,Viale Sarca 336 Bicocca Zara 20125 Milan Italy,563,7/18/2017,8.3,Hotel degli Arcimboldi,10842,9.6,45.5257221,9.215003300000001
448938,South Quay Marsh Wall Tower Hamlets London E14 9SH United Kingdom,974,9/27/2016,9.0,Hilton London Canary Wharf,3040,10.0,51.5007324,-0.01655
448971,Taborstra e 12 02 Leopoldstadt 1020 Vienna Austria,404,6/9/2016,9.1,Hotel Stefanie,3883,9.6,48.2142766,16.3801779
448992,Via Dei Fontanili 26 Ripamonti Corvetto 20141 Milan Italy,14,8/22/2015,7.8,MiHotel,319,10.0,45.4405621,9.1921165
449129,Staalmeesterslaan 410 Slotervaart 1057 PH Amsterdam Netherlands,926,7/26/2016,8.2,Ramada Apollo Amsterdam Centre,5770,10.0,52.3681299,4.8440847
449306,Via Hoepli 6 Milan City Center 20121 Milan Italy,153,2/24/2016,8.2,Sina De La Ville,1718,10.0,45.465957,9.192297
449326,Stadhouderskade 25 Oud Zuid 1071 ZD Amsterdam Netherlands,297,6/15/2017,8.3,Park Hotel,2027,9.2,52.3613814,4.8832594
449603,Via Senigallia 6 20161 Milan Italy,904,6/9/2017,8.1,Hotel Da Vinci,16670,8.3,45.533137200000006,9.1711019
449864,Stadhouderskade 7 Oud West 1054 ES Amsterdam Netherlands,241,5/31/2016,7.7,NH Amsterdam Centre,1574,10.0,52.3630682,4.879445099999999
449966,Singerstra e 3 01 Innere Stadt 1010 Vienna Austria,74,8/1/2017,8.6,Hotel Royal,840,10.0,48.2078727,16.3724042
450072,Sloane Square Kensington and Chelsea London SW1W 8EG United Kingdom,279,8/14/2016,8.2,Sloane Square Hotel,1140,8.3,51.4927325,-0.15737079999999998
450130,Stratton Street Mayfair Westminster Borough London W1J 8LT United Kingdom,581,9/14/2016,8.4,The May Fair Hotel,1994,7.1,51.5078943,-0.1436707
450547,The Strand Westminster Borough London WC2N 5HX United Kingdom,359,9/13/2015,9.3,Amba Hotel Charing Cross,1694,10.0,51.508236,-0.12619629999999998
450582,Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD Amsterdam Netherlands,407,8/1/2017,7.3,Best Western Plus Hotel Blue Square,3161,10.0,52.378682299999994,4.8207832999999995
450585,Tiefer Graben 14 20 01 Innere Stadt 1010 Vienna Austria,153,9/8/2015,8.9,Hotel Das Tigra,1817,9.6,48.212177200000006,16.3680771
450851,Valencia 157 Eixample 08011 Barcelona Spain,230,7/26/2016,8.2,Sunotel Club Central,2836,8.8,41.38793,2.1568061000000003
450909,Via Albricci 2 4 Milan City Center 20122 Milan Italy,493,7/6/2017,9.0,The Square Milano Duomo,4192,7.9,45.4608604,9.189021499999999
450949,Via Baracchini 12 Milan City Center 20123 Milan Italy,311,5/10/2016,8.3,Brunelleschi Hotel,3720,8.8,45.461177,9.191047
451163,Sonnenhofgasse 8 10 05 Margareten 1050 Vienna Austria,284,6/27/2017,8.2,Austria Trend Hotel Ananas Wien,4217,5.8,48.191540100000005,16.3546263
451252,Via Tommaso Grossi 1 Milan City Center 20121 Milan Italy,90,3/14/2016,9.1,Park Hyatt Milano,428,8.8,45.4654912,9.1889612
451697,Sonnwendgasse 8 10 Favoriten 1100 Vienna Austria,102,7/8/2017,8.2,AZIMUT Hotel Vienna,1060,8.3,48.1834787,16.376276500000003
451718,Sonnwendgasse 15 10 Favoriten 1100 Vienna Austria,59,8/2/2017,8.7,Hotel Zeitgeist Vienna Hauptbahnhof,841,8.8,48.182964500000004,16.377670900000002
451737,Wallgasse 23 06 Mariahilf 1060 Vienna Austria,80,1/30/2017,8.5,Mercure Hotel Raphael Wien,1264,7.5,48.19192879999999,16.339139499999998
452185,Via Cimarosa 6 Fiera Milano City 20144 Milan Italy,59,3/21/2016,8.3,Hotel Capitol Milano,584,7.1,45.4661781,9.1588367
452439,Via dell Orso 7 Milan City Center 20121 Milan Italy,134,6/26/2017,8.8,Hotel Milano Scala,1274,10.0,45.4689376,9.1868891
452533,Via Fabio Filzi 3 Central Station 20124 Milan Italy,141,1/14/2017,8.3,Hotel Marconi,1806,10.0,45.4868744,9.2018407
453067,Via Gaetano Airaghi 125 20153 Milan Italy,229,6/19/2016,6.9,Idea Hotel Milano San Siro,5742,10.0,45.4720654,9.0777871
453545,Southampton Row Bloomsbury Camden London WC1B 4AR United Kingdom,224,8/2/2017,8.4,Grange Holborn Hotel,845,10.0,51.519616,-0.1218432
453675,Via Galileo Galilei 2 Central Station 20124 Milan Italy,207,8/24/2016,8.5,Windsor Hotel Milano,2601,7.1,45.47945870000001,9.1951427
453892,Via Giovanni Nicotera 9 Niguarda 20161 Milan Italy,102,3/30/2017,8.5,Acca Palace,1886,10.0,45.5099969,9.1739942
453908,Spaarndammerdijk 304 Westerpark 1013 ZX Amsterdam Netherlands,252,8/3/2017,8.5,WestCord Art Hotel Amsterdam 4 stars,1712,7.9,52.3924898,4.8683822
454143,Spuistraat 175 Amsterdam City Center 1012 VN Amsterdam Netherlands,152,7/23/2017,8.4,W Amsterdam,802,7.9,52.372787100000004,4.8900059
454590,Spuistraat 288 292 Amsterdam City Center 1012 VX Amsterdam Netherlands,407,8/2/2017,8.2,NH City Centre Amsterdam,3417,9.2,52.3697554,4.8887815
455370,St James s Place Westminster Borough London SW1A 1NJ United Kingdom,139,8/2/2017,9.1,The Stafford London,492,10.0,51.505908700000006,-0.14037950000000002
455572,St Katherines Way Tower Hamlets London E1W 1LD United Kingdom,950,8/3/2017,8.6,The Tower A Guoman Hotel,3486,7.9,51.5064721,-0.0716893
456635,Via La Spezia 25 Famagosta 20142 Milan Italy,23,3/8/2017,8.4,Hotel La Spezia Gruppo MiniHotel,507,8.3,45.4408963,9.1728003
456737,Via Laietana 30 Ciutat Vella 08003 Barcelona Spain,153,6/29/2017,8.9,Grand Hotel Central,988,9.2,41.384969500000004,2.1776631
457685,Via Laietana 42 Ciutat Vella 08003 Barcelona Spain,144,1/18/2017,7.1,Ilunion Almirante,1484,8.8,41.3860521,2.176157
459110,Stadhouderskade 12 Oud West 1054 ES Amsterdam Netherlands,243,8/3/2017,8.1,Amsterdam Marriott Hotel,1556,8.8,52.362514000000004,4.8800077
459163,Via Layetana 3 Ciutat Vella 08003 Barcelona Spain,31,8/3/2016,7.8,Barcelona Hotel Colonial,287,8.8,41.3822909,2.1807447
459225,Via Manin 7 Milan City Center 20121 Milan Italy,175,6/7/2017,8.4,Hotel Manin,1757,9.2,45.473980100000006,9.1960671
460346,Via Masaccio 19 Fiera Milano City 20149 Milan Italy,86,6/21/2017,8.3,Meli Milano,984,9.6,45.479273799999994,9.1459546
460532,Stephansplatz 12 01 Innere Stadt 1010 Vienna Austria,81,7/18/2017,9.0,DO CO Hotel Vienna,720,7.5,48.2082385,16.3715725
460618,Via Morigi 2 Milan City Center 20123 Milan Italy,69,11/24/2015,7.4,Hotel Mentana,974,3.8,45.4622972,9.1814695
460688,Stephansplatz 9 01 Innere Stadt 1010 Vienna Austria,62,7/15/2017,9.3,Hotel Am Stephansplatz,520,10.0,48.2087646,16.3721138
460823,Strand Westminster Borough London WC2R 0EU United Kingdom,315,7/11/2017,9.4,The Savoy,1021,10.0,51.5111922,-0.11940060000000001
460962,Via Murat 21 Niguarda 20159 Milan Italy,76,11/24/2016,7.5,Atahotel Contessa Jolanda,1559,4.6,45.4984161,9.1904375
461594,Via Napo Torriani 18 Central Station 20124 Milan Italy,384,10/31/2016,9.2,Hotel Berna,4017,7.9,45.482669200000004,9.2034371
462054,Stubenring 2 01 Innere Stadt 1010 Vienna Austria,88,4/20/2017,7.7,Best Western Hotel Pension Arenberg Wien Zentrum,1238,10.0,48.210735799999995,16.382147
462875,Via Panfilo Castaldi 7 Central Station 20124 Milan Italy,85,7/10/2017,7.7,Mokinba Hotels Baviera,1240,9.2,45.47828079999999,9.199775500000001
463105,Via Roberto Lepetit 15 Central Station 20124 Milan Italy,74,4/10/2017,8.3,Colombia,1114,8.3,45.4829817,9.2041911
463251,Via San Raffaele 3 Milan City Center 20121 Milan Italy,112,5/2/2016,8.3,STRAF a Member of Design Hotels ,1062,7.5,45.465237,9.191247
463252,Via San Raffaele 6 Milan City Center 20121 Milan Italy,44,7/9/2017,8.3,Sina The Gray,346,9.6,45.465536799999995,9.1914986
464395,Tilling Road London NW2 1LP United Kingdom,269,8/2/2017,7.9,Holiday Inn London Brent Cross,835,4.2,51.5731061,-0.22333320000000004
464459,Via Santa Sofia 10 Milan City Center 20122 Milan Italy,325,2/7/2016,8.5,Uptown Palace,2901,8.3,45.457465500000005,9.1919138
464782,V a Augusta 127 Sarri St Gervasi 08006 Barcelona Spain,38,3/12/2017,8.0,Mercure Barcelona Condor,434,9.6,41.3999934,2.1452467
464831,Tower Bridge Road Southwark London SE1 3UN United Kingdom,220,8/3/2017,8.3,Bermondsey Square Hotel A Bespoke Hotel,844,9.2,51.4991134,-0.0790969
464960,V a Laietana 69 Ciutat Vella 08003 Barcelona Spain,206,7/31/2016,9.3,H10 Cubik 4 Sup,1398,9.6,41.388024,2.1731556
465055,Via Santo Spirito 20 Milan City Center 20121 Milan Italy,108,5/26/2017,9.2,Hotel Manzoni,956,10.0,45.470238,9.195347
465233,Trabrennstra e 4 02 Leopoldstadt 1020 Vienna Austria,180,6/12/2017,8.7,Courtyard by Marriott Vienna Prater Messe,1766,7.9,48.2130607,16.4133973
465411,Travessera de les Corts 150 152 Les Corts 08028 Barcelona Spain,111,7/17/2016,8.1,NH Barcelona Stadium,1257,9.2,41.381257399999996,2.1269077999999997
465581,Uraniastra e 2 01 Innere Stadt 1010 Vienna Austria,169,6/13/2017,8.1,Aparthotel Adagio Vienna City,1787,9.2,48.2110845,16.3838405
465607,Ungargasse 60 03 Landstra e 1030 Vienna Austria,116,8/1/2017,8.1,Imperial Riding School Renaissance Vienna Hotel,1395,7.9,48.1966396,16.3863822
467014,Van Baerlestraat 27 Oud Zuid 1071 AN Amsterdam Netherlands,115,7/30/2017,9.2,Conservatorium Hotel,592,10.0,52.358631,4.8786236
467154,Van Leijenberghlaan 221 Zuideramstel 1082 GG Amsterdam Netherlands,148,8/3/2017,7.8,NH Amsterdam Zuid,1245,7.9,52.3266672,4.880088400000001
467383,Via A de Tocqueville 7 D Garibaldi Station 20154 Milan Italy,10,8/1/2017,8.6,Hotel Tocq,189,9.2,45.4828787,9.186346
468315,Via Andegari 9 Milan City Center 20121 Milan Italy,33,5/2/2017,9.2,Mandarin Oriental Milan,186,9.2,45.46947720000001,9.190932499999999
468349,Via Angelo Carlo Fumagalli 4 Navigli 20143 Milan Italy,199,8/3/2017,8.6,Art Hotel Navigli,3636,7.9,45.4501306,9.1696481
468717,Via Augusta 5 08006 Barcelona Spain,92,8/3/2017,8.3,Hotel Balmoral,1023,7.1,41.3961294,2.1551626
469400,Via Camperio 9 Milan City Center 20123 Milan Italy,67,7/24/2017,8.9,Camperio House Suites Apartments,567,9.6,45.466598,9.183064
469509,Via Silvio Pellico 8 Milan City Center 20121 Milan Italy,122,4/9/2017,8.3,TownHouse Galleria,731,7.9,45.4657842,9.1895321
469530,Via Spallanzani 40 Central Station 20129 Milan Italy,353,6/15/2017,8.1,Starhotels Ritz,4248,8.3,45.4779041,9.2094965
469553,Via Carlo Goldoni 33 Citt Studi 20129 Milan Italy,39,6/20/2017,8.2,TownHouse 33,362,9.2,45.4693349,9.2142383
469737,Via Clerici 11 Milan City Center 20121 Milan Italy,48,8/3/2017,9.0,Hotel Clerici,517,7.1,45.4667717,9.187100099999999
469848,Via Cusani 13 Milan City Center 20121 Milan Italy,176,8/1/2017,8.8,UNA Hotel Cusani,1606,7.9,45.4684251,9.183416099999999
469906,Via Tortona 35 Navigli 20144 Milan Italy,162,1/3/2016,8.6,Nhow Milan,2286,9.6,45.4510425,9.1606536
470113,Via De Amicis 32 Milan City Center 20123 Milan Italy,44,8/1/2017,7.5,Hotel Pierre Milano,397,9.2,45.4595203,9.1770004
470268,Via Varesina 124 Certosa 20156 Milan Italy,69,7/16/2017,8.7,Milan Suite Hotel,933,8.8,45.5000245,9.1428722
470345,Via Venezia Giulia 8 20157 Milan Italy,76,7/27/2016,8.3,Klima Hotel Milano Fiere,1785,9.2,45.5147974,9.116605999999999
470452,Via della Giustizia 10 D Bicocca Zara 20125 Milan Italy,221,2/12/2017,7.5,IH Hotels Milano Gioia,3811,8.8,45.499520000000004,9.206138000000001
470800,Via delle Erbe 1 Milan City Center 20121 Milan Italy,23,5/23/2017,7.7,Style Hotel,305,6.7,45.4708973,9.1840992
470961,Via Domenico Scarlatti 24 Central Station 20124 Milan Italy,106,7/28/2017,8.3,Andreola Central Hotel,1135,9.2,45.4836517,9.2078581
471055,Via Domenico Scarlatti 32 Central Station 20124 Milan Italy,37,4/7/2016,8.0,Hotel Bristol,516,9.6,45.4845769,9.206525599999999
471236,Via Domodossola 16 Fiera Milano City 20145 Milan Italy,14,6/15/2017,7.3,Admiral Hotel,330,7.1,45.480515000000004,9.160063000000001
471263,Via Fabio Filzi 25 B Central Station 20124 Milan Italy,224,8/1/2017,8.6,UNA Hotel Century,2351,9.6,45.484137100000005,9.2001623
471420,Viale Andrea Doria 22 Central Station 20124 Milan Italy,69,3/21/2017,8.3,ADI Doria Grand Hotel,896,10.0,45.4853717,9.2115837
471901,Via Fatebenefratelli 21 Milan City Center 20121 Milan Italy,233,7/31/2017,8.5,Hotel Cavour,2463,7.9,45.47269420000001,9.194391099999999
472020,Viale Andrea Doria 4 Central Station 20124 Milan Italy,379,9/28/2015,8.9,Starhotels Echo,3774,7.9,45.4847398,9.2072916
472302,Via Felice Casati 18 Central Station 20124 Milan Italy,174,8/1/2017,8.4,Best Western Plus Hotel Felice Casati,1817,7.1,45.4787357,9.204113099999999
472604,Via Feltre 19 B Citt Studi 20132 Milan Italy,64,8/3/2017,8.9,Nu Hotel,1032,8.8,45.4911829,9.2393614
472709,Viale Certosa 104 106 Certosa 20156 Milan Italy,48,10/27/2016,8.5,Best Western Hotel Mirage,785,7.1,45.494712899999996,9.1418864
472720,Via Forcella 6 Navigli 20144 Milan Italy,50,7/23/2017,9.0,Hotel Magna Pars Small Luxury Hotels of the World,454,9.6,45.452487899999994,9.1669784
472803,Via G Arimondi 12 Sempione 20155 Milan Italy,19,5/13/2017,7.7,Mercure Milano Regency,252,8.3,45.48976879999999,9.1549451
472830,Via G B Pirelli 7 Central Station 20124 Milan Italy,113,7/27/2017,8.2,Hotel Auriga,1299,7.5,45.485887700000006,9.204282699999998
472939,Viale Isonzo 14 Porta Romana 20135 Milan Italy,114,3/5/2016,8.6,Grand Visconti Palace,1536,7.5,45.4471408,9.2070051
473089,Via G Silva 12 Fiera Milano City 20149 Milan Italy,61,4/17/2017,7.8,Hotel Portello Gruppo Minihotel,1197,9.2,45.480250299999994,9.149492500000001
474059,Via Gerolamo Cardano 1 Central Station 20124 Milan Italy,76,7/31/2017,8.2,Four Points Sheraton Milan Center,740,9.6,45.4851889,9.198015
474087,Via Gian Battista Pirelli 20 Central Station 20124 Milan Italy,283,9/12/2015,8.7,LaGare Hotel Milano Centrale MGallery by Sofitel,2678,8.3,45.484237,9.198858
474178,Viale Monza 132 Distretto Viale Monza 20127 Milan Italy,53,5/13/2016,8.1,Best Western Antares Hotel Concorde,984,6.3,45.502453,9.2218364
474197,Via Ges 6 8 Milan City Center 20121 Milan Italy,46,1/11/2016,9.1,Four Seasons Hotel Milano,221,5.8,45.469339,9.195108
474241,Via Giacomo Watt 13 Famagosta 20143 Milan Italy,85,7/26/2017,7.6,IH Hotels Milano Watt 13,2122,9.6,45.443791,9.152947
474930,Via Giorgio Stephenson 55 20157 Milan Italy,127,7/31/2017,8.1,Barcel Milan,3228,7.9,45.511520000000004,9.124130599999999
475163,Via Giovanni Battista Fauch Sempione 20154 Milan Italy,31,6/17/2017,8.5,UNA Hotel Scandinavia,579,9.6,45.48599829999999,9.1637603
475239,Viale Tunisia 9 Central Station 20124 Milan Italy,132,5/31/2017,8.1,Best Western Hotel St George,1700,7.5,45.477090600000004,9.2054208
475701,Via L Muratori 14 Porta Romana 20135 Milan Italy,60,8/1/2017,8.2,UNA Hotel Mediterraneo,1088,7.9,45.451873,9.20548
475806,Via Laietana 17 Ciutat Vella 08003 Barcelona Spain,177,7/31/2017,7.9,Exe Laietana Palace,2045,7.5,41.383354100000005,2.1794038
476062,Vilana 7 Sarri St Gervasi 08017 Barcelona Spain,30,10/10/2015,8.2,Vilana Hotel,642,9.2,41.4047934,2.1288527000000004
476281,Vondelstraat 18 30 Oud West 1054 GE Amsterdam Netherlands,248,8/9/2015,8.0,Hotel Vondel Amsterdam,1952,10.0,52.3625662,4.8779224999999995
476789,Via Laietana 49 Ciutat Vella 08003 Barcelona Spain,163,8/2/2017,9.0,Ohla Barcelona,1346,7.1,41.3870479,2.1743360000000003
477209,Via Lazzaretto 5 Central Station 20124 Milan Italy,96,7/29/2017,8.4,NH Milano Machiavelli,1119,10.0,45.4776167,9.2016244
477389,Via Lazzaro Palazzi 18 Central Station 20124 Milan Italy,64,7/31/2017,8.5,Hotel Sanpi Milano,904,10.0,45.477762299999995,9.203169
477542,Via Lentasio 3 Milan City Center 20122 Milan Italy,172,7/26/2017,7.7,Best Western Hotel Ascot,1741,5.0,45.4580137,9.1913676
477675,Wagramer Stra e 8 22 Donaustadt 1220 Vienna Austria,117,7/1/2016,8.6,ARCOTEL Kaiserwasser Superior,1257,8.3,48.231915,16.417026
477697,Webgasse 23 06 Mariahilf 1060 Vienna Austria,228,11/26/2015,8.2,Arthotel ANA Boutique Six,3498,7.1,48.194190500000005,16.3462578
477738,Webgasse 26 06 Mariahilf 1060 Vienna Austria,88,11/3/2015,8.8,Austria Trend Hotel Anatol Wien,1324,8.3,48.1945774,16.346356
477781,Via Lodovico Il Moro 117 Navigli 20143 Milan Italy,33,7/30/2017,7.7,Ca Bianca Hotel Corte Del Naviglio,1319,5.8,45.443502,9.1377081
477843,Weihburggasse 3 01 Innere Stadt 1010 Vienna Austria,173,3/15/2016,9.2,Hotel Kaiserin Elisabeth,1772,9.6,48.2072348,16.372238
477863,Via Lorenteggio 278 Lorenteggio 20152 Milan Italy,99,7/25/2017,7.0,IH Hotels Milano Lorenteggio,2181,7.1,45.4436132,9.1161094
477864,Western Gateway Newham London E16 1FA United Kingdom,258,4/25/2017,8.1,Good Hotel London,1018,7.5,51.5084195,0.0253216
478027,Via Lucio Giunio Columella 36 Distretto Viale Monza 20128 Milan Italy,228,8/3/2017,8.3,Hilton Garden Inn Milan North,3613,6.3,45.516167100000004,9.227277800000001
478467,Via Ludovico Di Breme 77 Certosa 20156 Milan Italy,20,3/21/2017,8.1,DoubleTree By Hilton Milan,277,8.3,45.5005657,9.1383663
478508,Via Luigi Galvani 12 Central Station 20124 Milan Italy,143,8/3/2017,8.2,Hilton Milan,988,8.3,45.4862032,9.200322
478553,Wibautstraat 129 Oost 1091 GL Amsterdam Netherlands,975,2/17/2017,8.7,The Student Hotel Amsterdam City,7656,10.0,52.354664899999996,4.9131640999999995
478742,Via M Buonarroti 13 Fiera Milano City 20149 Milan Italy,10,5/30/2016,8.0,Hotel Wagner,135,8.3,45.468494899999996,9.1550355
478752,Via Mac Mahon 45 Sempione 20155 Milan Italy,34,7/25/2017,7.5,Hotel Boutique Duomo,491,3.0,45.490958500000005,9.161426800000001
478827,Wiedner Hauptstra e 44 04 Wieden 1040 Vienna Austria,260,12/9/2015,8.0,Suite Hotel 900 m zur Oper,3461,9.6,48.1935235,16.3669145
479036,Via Manzoni 29 Milan City Center 20121 Milan Italy,65,7/31/2017,9.1,Grand Hotel et de Milan,451,10.0,45.4699058,9.1925024
479114,Via Manzoni 31 Milan City Center 20121 Milan Italy,153,6/20/2017,9.2,Armani Hotel Milano,835,6.3,45.470532,9.193019999999999
479376,Via Mauro Macchi 1 Central Station 20124 Milan Italy,65,8/3/2017,8.4,Hotel Mediolanum,885,8.8,45.481342299999994,9.2039494
479411,Via Mazzini 4 Milan City Center 20123 Milan Italy,133,8/22/2016,9.3,UNA Maison Milano,1108,9.2,45.4633289,9.1884242
479816,Via Mecenate 121 20138 Milan Italy,105,7/28/2017,8.0,Novotel Milano Linate Aeroporto,1607,9.2,45.4481878,9.2570459
480005,Via Medici 3 Milan City Center 20123 Milan Italy,67,7/29/2017,8.0,Hotel Carrobbio,888,10.0,45.4606597,9.1810947
480136,Via Melchiorre Gioia 6 Garibaldi Station 20124 Milan Italy,90,7/12/2017,8.2,NH Milano Grand Hotel Verdi,1178,8.3,45.48149229999999,9.192022999999999
480313,Via Melchiorre Gioia 73 Central Station 20124 Milan Italy,121,7/31/2017,8.5,Crowne Plaza Milan City,838,5.4,45.4896727,9.2006406
480379,Via Messina 10 Sempione 20154 Milan Italy,81,12/20/2016,8.2,Leonardo Hotel Milan City Center,1018,9.2,45.482442,9.1756982
480605,Via Molino Delle Armi 1 Angolo Corso Italia Milan City Center 20123 Milan Italy,37,7/27/2017,8.5,Petit Palais Hotel De Charme,422,7.1,45.4559784,9.1871812
480674,Via Monte Rosa 90 Fiera Milano City 20149 Milan Italy,43,6/12/2017,7.5,Mokinba Hotels Montebianco,761,10.0,45.4788051,9.1446276
482024,Via Napo Torriani 24 Central Station 20124 Milan Italy,170,8/2/2017,8.5,Best Western Atlantic Hotel,1738,10.0,45.4830211,9.2033246
482332,Via Ozanam 12 Citt Studi 20129 Milan Italy,36,7/31/2017,8.3,LHP Hotel Napoleon,599,7.9,45.4802415,9.213191900000002
482413,Via Palmanova 153 20132 Milan Italy,12,6/29/2017,6.7,Ibis Styles Milano Palmanova,207,3.3,45.5045259,9.246461
482561,Via Pietro Calvi 32 P Vittoria 20129 Milan Italy,49,7/24/2017,8.1,Hotel Vittoria,676,6.7,45.463135,9.2102
482649,Via Pietro Gaggia 3 Ripamonti Corvetto 20139 Milan Italy,269,8/3/2017,8.1,Starhotels Business Palace,5265,8.3,45.43784,9.230901
482842,Via Poliziano 11 Sempione 20154 Milan Italy,39,10/1/2015,8.2,ADI Hotel Poliziano Fiera,775,6.7,45.483717299999995,9.1649371
483154,Via Pietro Orseolo 1 Navigli 20144 Milan Italy,58,7/25/2017,8.3,Hotel Mercure Milano Solari,918,7.9,45.4565757,9.1684824
483172,Via Privata Fratelli Gabba 7 B Milan City Center 20121 Milan Italy,32,11/3/2015,9.2,Bulgari Hotel Milano,136,8.8,45.470133399999995,9.1897405
483357,Via Privata Leopoldo Gasparotto 8 Central Station 20124 Milan Italy,171,7/30/2017,8.4,Best Western Madison Hotel,2189,8.3,45.4881471,9.2016609
483730,Via Privata Polonia 10 20157 Milan Italy,42,11/12/2016,7.7,The Hub Hotel,1160,10.0,45.51385820000001,9.119475900000001
483812,Via Riccardo Lombardi 9 11 20153 Milan Italy,18,5/25/2017,8.4,Hotel Silver,213,6.3,45.4589731,9.0687506
483972,Via Rubens 21 San Siro 20148 Milan Italy,54,4/6/2017,8.5,Antares Hotel Rubens,1231,7.1,45.4670579,9.1427822
484435,Via San Tomaso 6 Milan City Center 20121 Milan Italy,40,7/17/2017,9.0,Antica Locanda Dei Mercanti,333,10.0,45.467298,9.1846982
